Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS014684,COZINHA SOLIDÁRIA IRV,"Rua Soror Maria Celeste, 140",Parque São Luís,02842-070,SÃO PAULO,3550308,SP,contato@institutorosadosventos.com.br,03.940.443/0001-50,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",370,600,-15.819029,-49.195861
CS016447,COZINHA SOLIDÁRIA ADELPHOS,"Rua. São João Clímaco, 430",São João Clímaco,04255-000,SÃO PAULO,3550308,SP,adephos.br@gmail.com,25.143.570/0001-61,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",85,205,-8.599075,-64.766345
CS014820,PROJETO VIVER ALIMENTA,"Avenida Raposo Tavares, 1422",Japuara,61637-973,CAUCAIA,2303709,CE,institutovivercaucaia@gmail.com,32.657.661/0001-80,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",480,100,-1.863450,-43.152235
CS015172,COZINHA SOLIDÁRIA -  AVANTE,"Avenida Ipiranga, 712",Menino Deus,90160-090,PORTO ALEGRE,4314902,RS,ongavantefidalgos@gmail.com,87.954.335/0001-27,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",440,100,-28.914723,-51.888588
CS017337,COZINHA MUS-E BRASIL,"RUA DO CAXUNDÉ, 7",BOCA DO RIO,41705-140,SALVADOR,2927408,BA,rodin7@hotmail.com,06.886.464/0001-23,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Jovens, Crianças, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",800,1000,-2.455168,-60.678873
CS015839,COZINHA COMUNITÁRIA E SOLIDÁRIA ESPAÇO CASA DO BEIJA-FLOR,"Rua Santo Amaro, 1852",SÃO FRANCISCO II,95590-000,TRAMANDAÍ,4321600,RS,kokojbeijaflor@gmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",135,120,-11.026995,-67.214427
CS015453,COZINHA ASSOMARY ( BAURU SEM FOME),"Rua Antônio Alcazar N5-153, 5153",Mary Dota,17025-030,BAURU,3506003,SP,assomarydota@gmail.com,19.457.216/0001-09,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",215,200,-26.290982,-48.755765
CS016653,COZINHA SOLIDÁRIA EM SÃO JOÃO DE MERITI ( CPX GUARANY ),"Rua Visconde de Inhaúma, lote 01 quadra 121",Jardim Metropole,25575-300,SÃO JOÃO DE MERITI,3305109,RJ,jj5158353@gmail.com,26.002.736/0001-92,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",110,50,2.114797,-61.327944
CS017330,COZINHA SAGRADA DE ASÉ,"Rua Francisco Xavier das Chagas, 477, 477",Jardim Felicidade 1,68909-050,MACAPÁ,1600303,AP,sheilaaraujo78@hotmail.com,35.705.856/0001-47,Está funcionando com carga horária reduzida,Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",585,400,-7.096208,-34.291456
CS017081,INSTITUTO Ô LUAR,"Rua Casa Nova, 165",Campo grande,23075-150,RIO DE JANEIRO,3304557,RJ,contato.institutooluar@gmail.com,47.276.650/0001-28,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças",100,480,-2.004865,-58.853799
CS016620,COZINHA SOLIDÁRIA AMD/RR,"Rua Dr.Luiz Brito Junior n709, 709",Equatorial,69317-312,BOA VISTA,1400100,RR,cozinhasolidaria95@gmail.com,10.487.881/0001-70,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",705,300,-3.669036,-37.164820
CS014829,COZINHA SOLIDÁRIA INSTITUTO CEU ESTRELA GUIA,"Rua Itapiru, 137, 137",Saúde,04143-010,SÃO PAULO,3550308,SP,ceupelavida@gmail.com,23.491.453/0001-63,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",1750,400,-6.992242,-36.211870
CS015933,CENTRO SAO JOAO DE DEUS,"Comunidade de nova esperança, 32",Zona rural,48725-000,ICHU,2913309,BA,Acacsjd@yahoo.com.br,03.228.114/0001-81,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",258,150,-28.984683,-47.148143
CS017258,COZINHA POPULAR SOLIDÁRIA VIVA A VIDA,"Rua Recife, 790",Jardim Paraíso,75711-560,CATALÃO,5205109,GO,cozinhavivaavida@gmail.com,,Está funcionando com carga horária reduzida,Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",100,250,-9.149269,-36.062213
CS014741,PROGRAMA COMBATE A FOME ABACC,"Rua Tenente José Wilson da Silva, 14",Centro,25011-380,DUQUE DE CAXIAS,3301702,RJ,sandradaong@yahoo.com,12.299.112/0001-74,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",12240,525,-17.176366,-49.279132
CS016083,SOPÃO AMIGOS DE PAULO FREIRE,"RUA PULO, 314, 314",MANASSU,54130-380,JABOATÃO DOS GUARARAPES,2607901,PE,CENDECSPAULOFREIRE@GMAIL.COM,28.538.961/0001-73,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",195,250,-28.472625,-48.643706
CS017429,ASSOCIACAO DE EDUCACAO AMBIENTAL E ECOLOGICA - ARTE DE RECICLAR,"AVENIDA FRANCISCO DAS CHAGAS ARRAIS, 498",APARECIDA,63150-000,CAMPOS SALES,2302701,CE,semearcampossales@gmail.com,31.629.365/0001-03,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",340,150,-20.344027,-40.813221
CS015216,CASA DO POVO,"Rua General Hermes, 91",Centro,57020-904,MACEIÓ,2704302,AL,casadopovomaceio@gmail.com,,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",185,150,-23.722742,-48.100418
CS014702,TRANÇAMOR COZINHA,"Rua Manuel Vieira Sarmento 36, ",Chácara Santana,05831-150,SÃO PAULO,3550308,SP,trancamoradm@gmail.com,47.454.216/0001-90,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",750,700,-1.335659,-47.256211
CS015821,COZINHA SOLIDÁRIA DA TERRA,"Rua Guanabara, 539",Entroncamento,65913-447,IMPERATRIZ,2105302,MA,lizandraguedes@gmail.com,02.454.714/0001-03,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",510,250,-0.124025,-49.564320
CS014862,COZINHA SOLIDÁRIA ESTRELA DA MANHÃ,"Caminho 88, Qd 85, Lote 16, nº 62, 62",Vida Nova,42717-535,LAURO DE FREITAS,2919207,BA,projetosocialestreladamanha@gmail.com,39.453.260/0001-58,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",598,400,-25.069666,-48.380644
CS015577,COZINHA SOLIDÁRIA PÃO FRATERNO,"Rua Janguará, 250",São José dos Índios,65110-000,SÃO JOSÉ DE RIBAMAR,2111201,MA,associacaodeloreto@gmail.com,02.849.676/0001-80,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",151,180,-13.693507,-39.958363
CS017466,JORGE LUIS LIMA DUARTE,"Rua das Laranjeiras, 633",Jardim Zaíra 5,09322-288,MAUÁ,3529401,SP,associacao_laranjeirasz5@hotmail.com,26.518.293/0001-97,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",163,314,-3.729332,-38.732390
CS016403,MULTIPLICANDO OS ALIMENTOS,"Rua José Bento cotolengo, 90",Jd das imbuias,04829-460,SÃO PAULO,3550308,SP,associacaojd.universitario@gmail.com.br,16.603.338/0001-78,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",121,250,-20.375519,-43.597947
CS017437,ASSOCIAÇÃO DE ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL PEREGRINO DO AMOR,"Conjunto Denisson Menezes, quadra 4, nº13",Cidade Universitária,57073-634,MACEIÓ,2704302,AL,joseclaudiovital@live.com,19.933.214/0001-49,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",429,3,-9.704345,-34.473404
CS017483,COZINHA SOLIDÁRIA MARIELLE FRANCO ACRE,"RUA ANDIRÁ - OCUPAÇÃO MARIELLE FRANCO, S/N",DEFESA CIVIL,69921-869,RIO BRANCO,1200401,AC,jamyrrosas@hotmail.com,55.259.513/0001-03,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1390,250,-7.286687,-34.958384
CS015419,MUTIRÃO CAROLINA MARIA DE JESUS,"Rua Santo André Avelino, s/n",Parque São Rafael,08320-280,SÃO PAULO,3550308,SP,dmjleste1@gmail.com,06.035.650/0001-59,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",685,270,-27.120788,-47.116108
CS017442,COZINHA SOLIDÁRIA DA VILA SANTA LUZIA,"Rua Eliéser Olímpio de Moura, 100",Torre,50620-651,RECIFE,2611606,PE,correiaedilene6@gmail.com,59.039.623/0001-10,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",470,250,-26.272594,-50.117061
CS015409,COZINHA SOCIAL PROVOPAR CASCAVEL,"Rua Jarama, 1056",Interlagos,85814-290,CASCAVEL,4104808,PR,cozinhasocialprovopar@gmail.com,78.681.293/0001-07,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",3010,450,1.947942,-59.727432
CS015219,INSTITUIÇÃO OURO PRETO,"rua padre cicero, 86",ouro preto,57045-815,MACEIÓ,2704302,AL,instituicaoouropreto@gmail.com,39.862.189/0001-67,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Idosos",0,150,-13.447680,-37.159042
CS016892,ACASECJT SOLIDÁRIA,"Rua Henrique José Testai 247, 247",Jardim Testai,07130-370,GUARULHOS,3518800,SP,acasecjt@gmail.com,45.996.972/0001-16,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",350,300,-11.634062,-36.359086
CS017443,COZINHA SOLIDÁRIA DO SOL NASCENTE,"SHSN TR 02, Quadra 209, Conjunto M, 209",Sol Nascente,72236-800,BRASÍLIA,5300108,DF,organizacaomtstdf@gmail.com,59.486.766/0001-70,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",320,100,-0.718059,-47.841676
CS016937,SE ALIMENTE BEM,"Rua Santa Clara, 96",Mário Bezerra,55600-000,VITÓRIA DE SANTO ANTÃO,2616407,PE,grupodeapoiogapes@gmail.com,17.817.821/0001-18,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",31,205,-9.699745,-68.288804
CS017009,COZINHA SOLIDÁRIA ADECOL,"Rua Thomaz Fabrício,, 108",Conj. Saltinho,86042-550,LONDRINA,4113700,PR,adecol.londrina@gmail.com,01.577.013/0001-90,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",64,50,3.067259,-60.869949
CS017521,COZINHA SOLIDÁRIA DANIELLE BISPO,"rua Marechal Deodoro Da Fonseca, 45",Centro,49100-000,SÃO CRISTÓVÃO,2806701,SE,juridicomtstse@gmail.com,31.948.743/0001-11,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",310,200,-5.048150,-38.023468
CS016402,PROJETO ALIMENTA PARA O CORPO QUE ALEGRA A ALMA,"Rua Rua Rio Grande do Sul, 354, galpão, 354, A",Jardim Algarve,08572-700,ITAQUAQUECETUBA,3523107,SP,aeuti.itaqua@gmail.com,14.252.259/0001-34,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",790,200,-5.236689,-42.277837
CS016899,ECOCOZINHA,"Rodovia Engenheiro Dalmo Moreira Santana Km 02 AL 101 Sul, 00",Zona rural,57210-000,PIAÇABUÇU,2706802,AL,coopearp.aroeira@gmail.com,42.560.085/0001-02,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",205,50,-11.283488,-37.898695
CS017091,COZINHA SOLIDÁRIA JARDIM IPÊ,"Rua Laerte Fenelon, 483",Jardim Ipê,83055-050,SÃO JOSÉ DOS PINHAIS,4125506,PR,batuqueformiga@gmail.com,50.856.183/0001-10,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",220,300,-11.097272,-36.913749
CS016509,INSTITUTO MARIA LUIZA,"Rua Severina Paraiso da Silva, 65",São Benedito,53270-360,OLINDA,2609600,PE,itlcultural@gmail.com,23.862.700/0001-90,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",162,300,-15.460561,-56.517476
CS016433,CASA DE CULTURA TELAR,"AR 04, LT 41 A, Vila Basevi, lote 41A",Núcleo Rural Lago Oeste,73100-705,BRASÍLIA,5300108,DF,casadeculturatelar@gmail.com,33.523.259/0001-76,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,Outros grupos de pessoas em situação de vulnerabilidade social,40,40,-30.986933,-49.823062
CS017074,COZINHA SOLIDÁRIA ARTE & VIDA - AÇÃO DA CIDADANIA,"Rua Suiriri, 255",Centro,86701-320,ARAPONGAS,4101507,PR,contato@arteevida.org.br,07.754.511/0001-48,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",670,250,-8.502019,-62.901416
CS017474,EXPRESS ALIMENTOS - COZINHA INDUSTRIAL LTDA,"Pass. São Paulo I, 02",Distrito Industrial,67035-440,ANANINDEUA,1500800,PA,bessa@expressalimentacao.com.br,18.580.303/0001-96,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2017,780,-19.477650,-53.133922
CS017569,ANA LEILA GONÇALVES,"Rua Tamaru, 50",Jacutinga,26564-010,MESQUITA,3302858,RJ,socialfusao@gmail.com,05.948.911/0001-69,Está funcionando com carga horária reduzida,6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",476,150,-6.128691,-35.959909
CS015244,ASSOCIAÇÃO BENEFICENTE SANTA LUCIA,"RUA MANOEL ARAUJO, 300",SANTA LUCIA,57082-095,MACEIÓ,2704302,AL,associacaobeneficentestalucia@gmail.com,07.298.503/0001-34,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",366,300,-3.121743,-43.953382
CS014681,SOLIDARIEDADE  ANCESTRAL,"Rua São Pedro, 16",Tamoios,28928-508,CABO FRIO,3300704,RJ,deboradealmeida2015@gmail.com,51.478.264/0001-96,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",349,150,-4.212587,-38.208184
CS017597,CHAPELARIA SOCIAL IRMÃ ALBERTA GIRARDI,"Rua Campos Sales, 88",Brás,03041-090,SÃO PAULO,3550308,SP,coordenacao@rederua.org.br,03.221.537/0001-70,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",270,100,-11.184788,-47.162551
CS016518,MULHERES CAMPONESAS DE UMBAÚBA,"Povoado Riacho do Meio, SN",Zona Rural,49260-000,UMBAÚBA,2807600,SE,nascimentoivanilde84@gmail.com,59.071.476/0001-66,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",125,150,-28.587447,-50.156414
