Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS014543,COZINHA POPULAR MARA,"SHSN Chácara 84 Conjunto H1, 8 e 9",Sol Nascente,72236-800,BRASÍLIA,5300108,DF,direitos.df@gmail.com,21.288.852/0001-04,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Crianças, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",393,171,-8.433411,-35.610829
CS018080,COZINHA SOLIDÁRIA TERRA PROMETIDA,"Rua Maria Trevizani, 1002",Jardim Vera Cruz,04965-150,SÃO PAULO,3550308,SP,claudiaterraprometida@gmail.com,59.175.304/0001-32 (titular) / 59.195.911/0001-64 (suplente),"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",510,250,-3.444174,-38.827334
CS018077,COZINHA MAE SIMPLICIA,"2ª Travessa Pedro Gama de Baixo, 8O",Federação,40230-205,SALVADOR,2927408,BA,cozinhasolidarialf@gmail.com,28.799.171/0001-41,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",500,200,-8.284563,-34.831806
CS017607,ABAF - ASSOCIAÇÃO BREJOSANTENSE DE APOIO À FAMILIA,"RUA LUIZ PINHEIRO TORRES, 04",MORRO DOURADO e 01 anexo no Renê Lucena,63260-000,BREJO SANTO,2302503,CE,abafbrejosanto1@gmail.com,12.465.597/0001-29,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",393,210,-13.951032,-37.896822
CS018100,COZINHA LEVANTA-TE E ANDA,"Rua Lauro de Freitas, 562",Novo Horizonte,44036-388,FEIRA DE SANTANA,2910800,BA,alevantateeanda@gmail.com,27.088.969/0001-12,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",570,150,-2.039178,-43.477126
CS018003,COZINHA CAROLI /C.J. SANTA CABRINI,"Rua São Valentino, 7790",Angelim,64040-060,TERESINA,2211001,PI,CJSCABRINI@HOTMAIL.COM,61.988.531/0004-71,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Crianças, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",530,400,-3.417887,-38.733418
CS016512,COZINHA POPULAR DO CERRADO,"Ocupação Beira da Mata, Quadra 100B, Lote 43",Bairro Independência,74905-970,APARECIDA DE GOIÂNIA,5201405,GO,cozinhapopulardocerrado@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,-,0,0,-6.414972,-35.161359
CS017779,ASSOCIAÇÃO MORADORES DE SALGADO,"COMUNIDADE DO SALGADO, S/N",Salgado,62630-000,APUIARÉS,2300903,CE,associacaomoradoressalgado@gmail.com,00.742.495/0001-24,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",120,80,-9.983539,-69.203255
CS017866,COZINHA SOLIDÁRIA DE NOVA SANTA RITA,"Rua Cinco de Maio, -----",Interior,92480-000,NOVA SANTA RITA,4313375,RS,aassociacao.filhosdaterra@gmail.com,09.434.587/0001-11,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",5774,5000,-6.996735,-34.506226
CS018113,COZINHA SOLIDÁRIA OCUPAÇÃO EM BUSCA DE UM SONHO,"Rua Guarino Baldan, 14",Antenor Garcia,13573-300,SÃO CARLOS,3548906,SP,julianaabf@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública",185,200,-4.858879,-39.480031
CS017535,ADUM_ SABORES ANCESTRAIS,"Rua Benedita de Souza e Silva n 1, N 1 casa C",Leme,22010-020,RIO DE JANEIRO,3304557,RJ,lysandra.moura11@gmail.com,52.620.149/0001-77,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",215,300,-19.514577,-38.886907
CS018120,PROSPERANÇA,"Alameda dos Papagaios, 275",Balneário Arara Vermelha,11730-000,MONGAGUÁ,3531100,SP,ong.prosperanca@gmail.com,00.712.148/0001-59,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",53,131,-7.585783,-64.274483
CS016682,COZINHA SOLIDÁRIA PORTO ILUMINADO,"Rua Professor Hasegawa, 2015",Colônia (Zona Leste),08260-090,SÃO PAULO,3550308,SP,portoiluminado@gmail.com,58.532.762/0001-19,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",400,200,-8.812879,-49.452672
CS015548,CANTINA DA TIA SOL,"SHA conjunto 5, ch 93, área especial 2, lote 3, ",Arniqueria,71995-340,BRASÍLIA,5300108,DF,febomsamaritano@gmail.com,18.658.508/0001-47,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",600,400,-26.521514,-49.329895
CS018035,CENTRO DE APOIO A CRIANÇA - ITAPIÚNA,"RUA COSMO SANTOS, 93",PLANALTO,62740-000,ITAPIÚNA,2306504,CE,obas_ong@yahoo.com.br,12.459.145/0001-34,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",178,88,-26.521519,-47.798868
CS017753,COZINHA AMOR E SABORES,"Rua Rufino de Sousa, S/N",Bananas,62660-000,UMIRIM,2313757,CE,cozinhaamoresesabores@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",160,80,-9.690891,-35.351023
CS018062,ASSOCIAÇÃO COMUNITÁRIA DOS MORADORES DE LAGOA NOVA,"Sítio Lagoa Nova, S/N",Lagoa Nova Dos Firminos,62725-000,OCARA,2309458,CE,obas_ong@yahoo.com.br,00.833.058/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-11.450829,-49.129548
CS015261,COZINHA SOLIDÁRIA DA TERRA,"ASSENTAMENTO MILTON SANTOS, S/N - DISTRITO OURICURI, ",ZONA RURAL,57690-000,ATALAIA,2700409,AL,COOPERCANUDOS@GMAIL.COM,18.126.811/0001-07,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1200,800,-5.555166,-36.359608
CS018152,COZINHA DO ZÉ,"Rua José Joaquim Esteves, 3",Jardim São Luis,05813-030,SÃO PAULO,3550308,SP,lucas.campana@hotmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",2,120,-10.984053,-49.722272
CS018017,ASSOCIAÇÃO EVANGÉLICA DE MULUNGU,"SANTA INES, 542",Centro,62764-000,MULUNGU,2309102,CE,obas_ong@yahoo.com.br,07.336.217/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-8.967027,-36.336703
CS018119,COZINHA SOLIDÁRIA ANCESTRAL FILHOS DA TERRA,"Avenida Campo Mourão, QUADRA 77 LOTE 19",Guaratiba,23031-080,RIO DE JANEIRO,3304557,RJ,cozinhafilhosdaterra@gmail.com,58.196.837/0001-38,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",480,5,-10.259468,-62.464688
CS018154,COZINHA PLENA,"Rua REFINARIA PRESIDENTE BERNARDES, 238",Vila Antonieta,03475-000,SÃO PAULO,3550308,SP,ccavivamentopleno@gmail.com,07.138.056/0001-56,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",505,375,-4.987454,-42.867572
CS017938,ASSOCIAÇÃO BENEFICENTE RECRIANDO A VIDA DE ERECHIM,"Rua João Paulo I, 585",Três Vendas,99700-000,ERECHIM,4307005,RS,andreiameirelesam@gmail.com,20.803.114/0001-87,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Jovens, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",565,200,-21.481229,-44.413294
CS018040,ASSOCIAÇÃO COMUNITÁRIA DO VALE DO CANDEIA,"Travessa Capitão Porfirio, 69",CANDEIA SÃO SEBASTIÃO,62760-000,BATURITÉ,2302107,CE,obas_ong@yahoo.com.br,07.336.472/0001-69,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-9.851603,-65.370664
CS018056,ASSOCIAÇÃO COMUNITÁRIA UNIÃO DOS AGRICULTORES DO SÍTIO JORDÃO,"SÍTIO JORDÃO, ZONA RURAL, N/N",JORDÃO,62760-000,BATURITÉ,2302107,CE,obas_ong@yahoo.com.br,03.765.118/0001-07,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-10.226764,-48.622776
CS018160,COZINHA CAEDD,"Rua José Segundo Moura, 124",Guarapes,59280-000,MACAÍBA,2407104,RN,ctemacaiba1989@gmail.com,24.365.611/0001-00,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",135,150,-20.155261,-54.686430
CS017651,COZINHA SOLIDÁRIA DO CESPP,"Avenida Governador ROberto Silveira, 472",Campo do Prado,28680-000,CACHOEIRAS DE MACACU,3300803,RJ,neiatrabalho@gmail.com,27.789.197/0001-46,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",370,600,-16.549428,-49.241836
CS017140,COZINHA RAIZ DE JESSE,"AV CAPITAO-MOR PERO DE GOIS, 195",VILA PRIMAVERA,03389-100,SÃO PAULO,3550308,SP,machadonovaesluana@gmail.com,35.591.715/0001-40,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",885,300,1.946936,-61.668716
CS014710,COZINHA SOLIDÁRIA ITC POLO BRASILÂNDIA,"Rua Luiz Faccini, 548",Vila Teresinha,02853-040,SÃO PAULO,3550308,SP,contatositc@gmail.com,17.793.389/0001-72,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",232,115,-8.201772,-37.220073
CS017821,TEMPEROS E SABORES DA TERRA,"Sítio Jacaré, s/n, s/n",ZONA RURAL,57620-000,IGACI,2703106,AL,ugmaagra@yahoo.com.br,08.027.418/0001-02,"Sim, está funcionando normalmente",Somente em dia de eventos,Habilitada,"Mulheres, Jovens, Crianças, Agricultores Familiares e Campesinos, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",100,50,-16.086911,-48.498370
CS018198,APDRG-ASSOCIAÇAO PROL-DESENVOLVIMENTO RURAL DE GUARIBAS,"SITIO GUARIBAS, S/N",ZONA RURAL,63138-500,CRATO,2304202,CE,ASSOCIACAOGUARIBAS@GMAIL.COM,03.881.481/0001-80,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-7.102302,-35.806246
CS017163,AJEUM TIA IRANI E SR CARAZINHO,"Rua Três, 14",Rocinha,22451-570,RIO DE JANEIRO,3304557,RJ,csecrprojeto@gmail.com,10.828.584/0001-41,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",107,150,1.595188,-59.219504
CS018204,ASSOCIAÇÃO DE MORADORES ARTISTAS E COMERCIANTES DO BAIRRO ALTO DO ROSÁRIO,"RUA BEATRIZ PEREIRA FEITOSA, 78",ALTO DO ROSARIO,63180-000,BARBALHA,2301901,CE,bezzerafurtado@gmail.com,11.027.396/0001-87,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",180,100,-13.709392,-38.428767
CS018226,ASSOCIAÇÃO DE MORADORES DO  DISTRITO HORIZONTE,"RUA JOSÉ DIAS, 57",HORIZONTE,63290-000,JARDIM,2307106,CE,SLAURILUCIA@YAHOO.COM.BR,41.338.435/0001-28,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-13.820743,-38.220729
CS018238,ASSOCIAÇÃO MÃOS ENSANGUENTADAS DE JESUS,"RUA SANTO ANTONIO, 152",CENTRO,63290-000,JARDIM,2307106,CE,AMEJ.CANALDEGRACAS@GMAIL.COM,14.011.402/0001-04,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",250,100,-3.382028,-60.404984
CS017497,ESTRELA NA COZINHA/INSTITUTO ESTRELA AZUL,"Rua Caiçara, 15",Santa Amélia,26115-430,BELFORD ROXO,3300456,RJ,iteaazul@gmail.com,30.920.881/0001-20,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1250,573,-8.588160,-64.530289
CS018015,INSTITUTO RUAH,"Rua Divino Salvador, S/N",Centro,62770-000,PACOTI,2309805,CE,obas_ong@yahoo.com.br,43.523.552/0001-97,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,3.102239,-61.265256
CS018272,COZINHA SOLIDÁRIA SERRA,"Rua Oliem Bonfim Guimarães, 325",Nossa Senhora do Rosário,30260-640,BELO HORIZONTE,3106200,MG,cozinhasolidariamtstbh@gmail.com,,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",210,150,-1.374986,-51.868363
CS015425,COZINHA DO FILZAO,"Rua Dr. Rafael Parisi, 348",Americanopolis,04410-110,SÃO PAULO,3550308,SP,sousadavy52715@gmail.com,47.674.806/0001-29,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1210,450,-4.745797,-37.674628
CS018252,INSTITUTO PROJETO EM NOME DA FÉ-IPENF,"RUA MARIA SILVINA TAVARES, 403",MORRO DO INDIO,05873-270,SÃO PAULO,3550308,SP,kleber.barbosa@penf.ong.br,41.502.256/0001-84,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1112,450,-5.206066,-43.328074
CS018156,KANTINA AGROECOLÓGICA DA JAQUEIRA,"Sítio Jaqueira - Povoado do Córrego 2, s/n",Distrito de Corta Mão,45300-000,AMARGOSA,2901007,BA,aajaqueira.compras@gmail.com,39.926.376/0001-67,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",670,250,-6.653450,-34.498981
CS016332,COZINHA DA ONG AICC,"Rua Edmilson Bezerra de Mendonça, 558, 558",Aldeia Park,62870-000,PACAJUS,2309607,CE,ongaicc@gmail.com,08.612.978/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",416,100,-9.502660,-68.432227
CS018263,COZINHA SOLIDÁRIA ONG ROSA DE SARON,"Avenida Augusto dos anjos, 1334",Bonsucesso,60542-164,FORTALEZA,2304400,CE,ongrosadesaron@hotmail.com,41.173.335/0001-99,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",50,110,-12.132297,-37.383256
CS018109,COZINHA MARIA DA BARRA,"Rua Manoel  Bione de Araujo, 10 B",Vera Cruz,54786-380,CAMARAGIBE,2603454,PE,cozinhamariadabarra@gmail.com,,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",300,250,-31.220120,-51.078669
CS014843,COZINHA SOLIDARIA JULIA FERREIRA,"Rua sao pedro, 206",Mondubim,60752-285,FORTALEZA,2304400,CE,Anageliaferreira@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",110,150,-24.303856,-47.805071
CS014758,COZINHA SOLIDÁRIA AMPARO AO PRÓXIMO,"Rua Francisco Enes, 230",Penha Circular,21011-420,RIO DE JANEIRO,3304557,RJ,contato@amparoaoproximo.org.br,31.059.075/0001-71,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",250,400,-18.889618,-39.713472
CS016053,MARMITINHAS DOS AXÉS COM AMOR - INTECAB SP,"Rua Francisco Gomes, 120",Jardim Paraiso,02417-060,SÃO PAULO,3550308,SP,creisdogum73@gmail.com,31.918.701/0001-38,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",2100,900,-2.846792,-49.519888
CS014590,COZINHA SOLIDÁRIA ONG ÁFRICA,"Rua General Bento Ribeiro, 01, ",Mangueira,20943-000,RIO DE JANEIRO,3304557,RJ,africaagencia@yahoo.com.br,08.748.655/0001-54,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",810,375,-27.487388,-48.824934
CS016945,ESPAÇO DE EDUCAÇÃO E CULTURA MEMÓRIAS ALIMENTAM,"RUA ENRICO CARUSO, LOTE 08, QUADRA 08, 0",Guaratiba - Zona Oeste,23028-150,RIO DE JANEIRO,3304557,RJ,espacoere2019@gmail.com,,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",94,20,-3.759169,-39.061034
