Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS018705,INSTITUTO ALEX NUNES DE PROTEÇÃO E ASSISTÊNCIA SOCIAL,"Rua Q, 13",Vila Velha,60349-190,FORTALEZA,2304400,CE,institutoalexnunes@gmail.com,10.831.587/0001-34,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-18.791172,-43.861829
CS018661,COZINHA UNIDAS PARA O BEM,"Rua Ipu, 2011",Tabapua,61635-365,CAUCAIA,2303709,CE,secretariaindace@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,3.072525,-60.838683
CS015844,COZINHA DA DONA ELIANE,"Rua da Cruz,, 62",Centro,65010-120,SÃO LUÍS,2111300,MA,admccama@gmail.com,03.074.764/0001-10,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",50,132,-22.996665,-42.160638
CS018547,COMEMD COZINHA SOLIDÁRIA,"Rua Francisco Borges de Carvalho, 462",Nossa Senhora da Glória,26310-360,QUEIMADOS,3304144,RJ,danielrbs.481@gmail.com,21.526.861/0001-88,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",60,300,-20.440101,-54.438094
CS018926,ASSOCIAÇÃO REMANESCENTE DE QUILOMBO CERCADÃO DOS DICETAS,"Rua Raquel de Queiroz, Estrada da Barra Nova., 68",Icaraí,61624-370,CAUCAIA,2303709,CE,camposfranciane2@gmail.com,13.751.879/0001-55,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.)",100,100,-10.559440,-66.718982
CS016413,COZINHA COMUNITÁRIA SÃO JOS´É DE ANCHIETA,"conjunto maguari alameda 13, 250",coqueiro,66823-076,BELÉM,1501402,PA,paroquiasaojoseanchieta@gmail.com,04.814.851/0093-47,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",610,1,-9.040520,-35.833420
CS017771,INSTITUTO AMIGO LEAL,"Rua E, sem número",Conj. José Dias,57160-000,MARECHAL DEODORO,2704708,AL,institutoamigoleal.renata@gmail.com,07.544.884/0001-94,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",136,150,-4.144305,-60.938352
CS018778,COZINHA SOLIDÁRIA DO BOM SAMARITANO,"Rua São Lucas, 97",Cristo Redentor,58071-130,JOÃO PESSOA,2507507,PB,contato@aguiadoriojaguaribe.org.br,10.732.923/0001-91,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",67,470,-9.676252,-37.376961
CS018835,ALIANÇA DO BEM,"Rua Canela, 210",Arroio da Manteiga / Loteamento Tancredo Neves,93140-302,SÃO LEOPOLDO,4318705,RS,csaliancadobem@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",650,320,-11.533064,-37.499091
CS018775,COZINHA SOLIDÁRIA BARRIGUINHA CHEIA,"Rua David de Azevedo Gusmão, 120",Vicentina,93025-316,SÃO LEOPOLDO,4318705,RS,csbarriguinhacheia@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",330,100,-8.264887,-34.620976
CS019021,COZINHA JOSEFA,"Rua 05, 428",Mondubim,60752-100,FORTALEZA,2304400,CE,leacb_social@yahoo.com.br,06.113.660/0001-65,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",392,5,-18.539026,-42.730469
CS019024,CAUCAIA ESPORTE CLUBE,"Rua 02, Casa 81",Itambé,61602-120,CAUCAIA,2303709,CE,sousaglaunice6@gmail.com,06.248.172/0001-65,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",150,100,-13.861431,-37.224645
CS018742,COZINHA SOLIDÁRIA POR ELAS,"Conjunto PAAR, Rua Pimenta Bueno,, 12",Maguari,67145-488,ANANINDEUA,1500800,PA,redecpsmcppa@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",45,100,-7.195267,-35.337391
CS018774,ASSOCIAÇÃO COMUNITÁRIA DE UMARIZEIRO,"Loc Fazenda Umarizeiro, S/N",Umarizeiro,62750-000,ARACOIABA,2301208,CE,obas_ong@yahoo.com.br,00.961.261/0001-78,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-4.490642,-59.689023
CS018820,LAR DA VELHICE MARIO MOTTA,"Rua Duque de Caxias, 160",Centro,97573-484,SANT'ANA DO LIVRAMENTO,4317103,RS,sianlvto@hotmail.com,96.042.197/0001-09,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,Idosos,0,460,-20.203068,-44.962499
CS016874,COZINHA COMUNITÁRIA PADRE ORESTES,"RUA ISAURA MAIA, 11",SANTOS DUMONT,93113-202,SÃO LEOPOLDO,4318705,RS,michelysouza234@gmail.com,61.971.501/0001-00,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes",378,350,-26.578022,-49.439255
CS018697,COMVIDA COZINHA SOLIDÁRIA,"Rua Calazans Neto, 04",Itapuã,41620-830,SALVADOR,2927408,BA,comvida@comvida-ba.org.br,07.552.266/0001-96,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",300,50,-29.700010,-52.694341
CS019019,ASSOCIAÇÃO COMUNITÁRIA PORTAL DA SERRA - ACPS,"Sítio Buenos Aires, S/N",Sítio Buenos Aires,62780-000,PALMÁCIA,2310100,CE,obas_ong@yahoo.com.br,11.197.726/0001-82,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-8.346601,-33.988364
CS018555,INSTITUTO ALVORADA AL,"RUA CRISTINA BRAGA, 05,",VILLAGE CAMPESTRE,57073-385,MACEIÓ,2704302,AL,institutoalvoradaundcampestre@gmail.com,09.038.981/0001-30,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",210,100,-15.169922,-57.397997
CS018740,ANJOS ZONA SUL,"Rua jacy, 138",Imbiribeira,51150-750,RECIFE,2611606,PE,anjosdanoite.anjosdanoite.ong@gmail.com,,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",750,200,-16.448431,-47.160451
CS019066,COZINHA CODEBENTES,"Rua A64 Quadra A64, 254",Benedito Bentes I,57084-064,MACEIÓ,2704302,AL,codebentes-al@hotmail.com,12.955.922/0001-31,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",670,3,-20.417510,-43.038146
CS018954,CENTRO DE ASSISTENCIA SOCIAL E PROFISSIONAL TACIANO ROCHA PONTES - CASP,"Rua Luís Valente, 12",Curicaca,61601-777,CAUCAIA,2303709,CE,caspcaucaia@gmail.com,10.628.712/0001-03,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-14.836567,-47.860850
CS017741,FOME NÃO ESPERA - NUCLEO SOCIEDADE CULTURAL COMUNITARIA E BENEFICIENTE BEM-VINDA,"Avenida Frederico Dhil, 5801",Jardim Aparecida,94853-250,ALVORADA,4300604,RS,juliocolorido@gmail.com,09.074.641/0001-65,Está funcionando com carga horária reduzida,4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",747,431,-24.482372,-47.066630
CS019073,FOME NÃO ESPERA - NUCLEO UMBÚ,"Rua Pioneiro, 1359",umbu,94834-680,ALVORADA,4300604,RS,juliocolorido@gmail.com,09.074.641/0001-65,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",860,400,-23.681830,-43.078371
CS018850,ASSOCIAÇÃO DAS  MULHERES PRODUTORAS RURAIS DO ASSENTAMENTO NOSSA ESPERANÇA DE ALTOS/PI,"Lote 19 -Rua 02 – Assentamento Nossa Esperança - Número: s/n – Próximo ao povoado alegria, BR 343 no quilômetro 21 como referência -  Bairro: zona rural - CEP: 64.290-000, s/n",Zona Rural,64290-000,ALTOS,2200400,PI,ne.associacao@gmail.com,23.131.521/0001-83,"Não, a Cozinha encontra-se paralisada, sem atividade",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",3945,150,-15.366397,-49.287418
CS019076,FOME NÃO ESPERA - NUCLEO RUAM,"Rua Primavera, 131",umbu,94834-338,ALVORADA,4300604,RS,juliocolorido@gmail.com,,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1140,570,-3.385291,-61.261665
CS018873,ASSOCIAÇÃO DAS BOLEIRAS AMADORAS – ABAS,"Rua Petrolina, 151",Baixão dos Paivas,64290-000,ALTOS,2200400,PI,abasboleiras2015@hotmail.com,20.891.937/0001-01,"Não, a Cozinha encontra-se paralisada, sem atividade",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",23670,300,-2.484543,-43.929812
CS017990,VANDERSON  ROCHA DA SILVA,"Caminho do Portinho, 95",Ilha de Guaratiba,23020-170,RIO DE JANEIRO,3304557,RJ,r3.leandroaraujo@gmail.com,02.996.529/0001-32,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",220,250,-27.740186,-49.078350
CS018871,ASSOCIAÇÃO DAS MULHERES SOLIDÁRIAS DE ALTOS/PI - AMUSA,"Rua Baixão Do São José, 772",Multirão 1,64290-000,ALTOS,2200400,PI,amusa.mulheressolidarias2@gmail.com,17.995.933/0001-69,"Não, a Cozinha encontra-se paralisada, sem atividade",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",705,300,3.906246,-59.977513
CS018936,COZINHA SOLIDÁRIA CACHORRO QUENTE SÃO FRANCISCO,"Rua Professora Otília Cruz, 415",Jardim Atlântico,88095-080,FLORIANÓPOLIS,4205407,SC,icqsfa@gmail.com,57.806.379/0001-49,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Imigrantes",390,350,-24.153313,-48.986958
CS019085,ASSOCIAÇÃO COMUNITÁRIA DOS MORADORES DE UNIAO,"Avenida Manoel Germano Filho, 57",Distrito de União,63860-000,MADALENA,2307635,CE,associacaouniao17@gmail.com,32.540.088/0001-20,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",201,100,-8.620573,-37.203530
CS015668,COZINHA COMUNITÁRIA BRASILEIRINHO,"seis de novembro, 332",Mario Quintana,91270-320,PORTO ALEGRE,4314902,RS,multiplicidade2020@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",505,300,-4.042446,-38.790549
CS015127,COZINHA DA SANTO ANTÔNIO,"Rua Miguel Olvicto do Santos, 612",Lomba do Pinheiro,91550-280,PORTO ALEGRE,4314902,RS,poul.adriano@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",560,200,-3.510600,-42.954692
CS019126,CENTRO DE AMPARO E RECUPERAÇÃO AOS MORADORES DE RUA E DEPENDENTES QUIMICOS C.AMOR ILHA,"Estrada Governador Chagas Freitas, SN",Moneró,21920-330,RIO DE JANEIRO,3304557,RJ,cristianepaiva1@gmail.com,18.186.616/0001-64,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",145,60,-29.020979,-52.109451
CS019133,COZINHA SOLIDÁRIA DA ASSOCIAÇÃO FLORIPA DO BEM,"Rua João Celestino Pacheco, 90",Trindade,88036-060,FLORIANÓPOLIS,4205407,SC,floripadobemoficial@gmail.com,40.224.042/0001-20,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1250,700,-21.564576,-42.421473
CS018883,ASSOCIACAO COMUNITARIA LUCIA HELENA,"Rua Projetada, 58",Jardim Horizonte Azul,04963-310,SÃO PAULO,3550308,SP,ascomluheong@gmail.com,23.741.841/0001-55,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",309,180,-19.388406,-41.702624
CS014653,PRATO FRATERNO,"Rua: Pio XI, 52",Centro,11900-000,REGISTRO,3542602,SP,fraternoauxilio1958@gmail.com,57.739.633/0001-33,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",114,80,-16.340138,-47.271419
CS019134,REDE COZINHA ESCOLA LUZ DO SABER,"rua gregorio bogossian, 16",conj hab sitio conceição,08473-174,SÃO PAULO,3550308,SP,associacaoluzdosaber@outlook.com,35.101.775.0001.38,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",401,500,-9.136341,-33.442206
CS019055,COZINHA PAI LUIZ DE ARUANDA,"Av 20 de Janeiro, 2180",Barra do Ceara,60331-200,FORTALEZA,2304400,CE,acpla.aruanda@gmail.com,13.764.314/0001-02,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",265,100,-19.695640,-39.750928
CS018973,RESTAURANTE PAPA FRANCISCO,"Rua Marquês de Valença, 350",Boa Viagem,51021-500,RECIFE,2611606,PE,adrianabragagnolo@uol.com.br,03.071.327/0001-42,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",400,200,-3.476035,-58.800809
CS018956,ASSOCIAÇÃO COMUNITÁRIA PIRACICABA,"Pv Piracicaba, S/N",Piracicaba,62780-000,PALMÁCIA,2310100,CE,obas_ong@yahoo.com.br,23.719.255/0001-04,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-11.222884,-68.014531
CS018980,COZINHA SOLIDÁRIA ACOTIRENE,"Rua Aquianes, 123",Butantã,05360-120,SÃO PAULO,3550308,SP,cqacotirene@gmail.com,,"Sim, está funcionando normalmente",Uma vez ao mês,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",100,100,-24.413278,-45.852171
CS018818,COZINHA SOLIDÁRIA FAZER O BEM SEM OLHAR A QUEM,"Estrada do Morro de Paula -rua dos Almeidas Ocupação Morada do Sol, 45",Fazenda São Borja,93032-530,SÃO LEOPOLDO,4318705,RS,silvavani536@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",60,234,-19.139395,-43.896139
CS019102,COZINHA COMUNITÁRIA POR FI GA,"Estrada do Quilombo, 1015",Feitoria,93054-600,SÃO LEOPOLDO,4318705,RS,eltonluiznascimento9@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",630,210,-9.394699,-36.111072
CS019155,CENTRO DE AMPARO E RECUPERAÇÃO AOS MORADORES DE RUA E DEPENDENTES QUIMICOS C.AMOR JAPERI,"Estrada Teófilo Cunha, 246",Engenheiro Pedreira,26445-130,JAPERI,3302270,RJ,cristianepaiva1@gmail.com,18.186.616/0002-45,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-27.210907,-47.911790
CS019156,ASSOCIAÇÃO PALMÁCIA DOS SONHOS,"Cap. Agostinho, 0",Centro,62780-000,PALMÁCIA,2310100,CE,obas_ong@yahoo.com.br,27.701.759/0001-58,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-2.733920,-38.961732
CS019001,COMUNIDADE TERAPÊUTICA ATOS,"Rua Juaci Sampaio Pontes, 936",Icaraí,61620-302,CAUCAIA,2303709,CE,atoscomunidade@yahoo.com.br,13.744.555/0001-90,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",300,100,-19.511266,-54.953841
CS019152,TENDA DE UMBANDA  SÃO JORGE GUEREIRO,"Rua Novo Horizonte, 501",Bairro Tranqueira,64290-000,ALTOS,2200400,PI,valtenbergvieira@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2800,300,-3.744637,-59.955976
CS018927,COZINHA ACTV,"Rua Guanabara, 515",Demócrito Rocha,60440-135,FORTALEZA,2304400,CE,clara.actv@gmail.com,13.782.892/0001-71,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",156,100,-0.475565,-49.843682
CS019125,COZINHA MARIA LUCIA BONITINHA.,"Rua Silva lima, 21",Jacarepaguá,22735-070,RIO DE JANEIRO,3304557,RJ,missoes.hopelife@gmail.com,32.122.018/0001-52,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",359,100,-22.320050,-47.551472
