Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS019062,"Ponto Popular de Trabalho, Alimentação e Saúde - Bem Viver","Rua Claudir Paulo Belinzier, 1274",Centenário II,95045-120,CAXIAS DO SUL,,RS,sandrarc100464@gmail.com,04.674.671/0001-99,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",106,,-29.1291312,-51.1784117
CS019037,Cozinha FAFERJ,"Praça da República, 24",Centro,20211-351,RIO DE JANEIRO,,RJ,faferjsede@gmail.com,22.962.597/0001-98,"Não, a Cozinha encontra-se paralisada, sem atividade",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",190,,-22.9079219,-43.1861134
CS016601,Cozinha Itinerante: Sabor e Memória,"Rua Goiabeira Santana, 246",Jardim São Martinho,08081-560,SÃO PAULO,,SP,jdnelia99@gmail.com,60.375.888/0001-79,Está funcionando com carga horária reduzida,Uma vez ao mês,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública",400,,-23.482047,-46.4141871
CS015675,Cozinha da Tia Helena,"Rua Deodoro, 80",Mario Quintana,91260-370,PORTO ALEGRE,,RS,eduardotsecchi@hotmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes",465,,-30.0357638,-51.1207612
CS019072,Associação das Boleiras e Confeiteiras Solidarias - ABOCS,"Rua Manoel Moteiro - Tranqueira, 37",Bairro Tranqueira,64290-000,ALTOS,,PI,abocs_altos@hotmail.com,16.540.180/0001-34,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",23800,,-5.0295261,-42.4734563
CS019143,COZINHA SOLIDARIA BAIANO ZÉ FIRMINO,"RUA LIBERATO MENDES, 251",JD REPRESA,04826-090,SAO PAULO,,SP,teujanainasereia@gmail.com,26.694.727/0001-00,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Outros grupos de pessoas em situação de vulnerabilidade social",300,,-23.721302,-46.7083084
CS016342,Cozinha Comunitária SOS Periferia,"Av. Recanto Boreal, 60",Parque São José,60730-248,FORTALEZA,,CE,contato.sos.periferia@gmail.com,08.981.009/0001-32,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",150,,-3.802989,-38.592264
CS018678,A Força do Querer,"Rua juaci sampaio pontes, 363",Centro de Caucaia,61600-150,CAUCAIA,,CE,nanicapereira@yahoo.com.br,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Outros grupos de pessoas em situação de vulnerabilidade social",100,,-3.7315185,-38.6575687
CS019127,COZINHA SOLIDÁRIA MOCIDADE ATIVA CRISTÃ - MAC,"RUA SANTO ANTONIO DO CANTARO, 100 - JD BONITO, 100",JD BONITO,04849-034,SAO PAULO,,SP,niltonsoares.va@gmail.com,03.935.933/0001-69,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",510,,-23.7283683,-46.7089575
CS019183,GEV em Missão,"Conjunto Jardim Cidade - Quadra M - Casa 1451, 1451",Boca de Barro,64290-000,ALTOS,,PI,krassessoria.raulino@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",3500,,-5.050411599999999,-42.4663669
CS019262,Cozinha Nossa Sra Fatima,"Rua Pio X, 310",Bom Jesus,91420-220,PORTO ALEGRE,,RS,cozinhassolidaria123@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",470,,-30.0466653,-51.1574533
CS019148,Cozinha Santa Dulce,"Rua Campo Belo, S/N",Vila Nova,29940-610,SÃO MATEUS,,ES,,05.571.589/0001-00,"Não, a Cozinha encontra-se paralisada, sem atividade",Somente em dia de eventos,Mapeada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",581,,-18.7224881,-39.8703296
CS014821,COZINHA DORCAS,"Rua Fortaleza de Itapema, 268",Jardim Vera Cruz,08330-054,SÃO PAULO,,SP,filhosefilhasdorcas@gmail.com,44.714.743/0001-07,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",300,,-23.618125,-46.4718477
CS019135,Associação do Movimento de Mulheres Trabalhadoras Rurais e Agriculturas Familiares de Santaluz,"Rua Rio Branco, 180",Centro,48880-000,SANTALUZ,,BA,ammtrafas@outlook.com,14.404.795/0001-08,"Sim, está funcionando normalmente",6 a 7 vezes por semana,Habilitada,"Mulheres, Agricultores Familiares e Campesinos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",100,,-11.2541889,-39.3763773
CS019270,Cozinha Solidaria Sarandi - Francisco de Medeiros,"Rua Pio X, 310",Bom Jesus,91420-220,PORTO ALEGRE,,RS,cozinhassolidarias123@gmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Não Habilitada,A cozinha não faz triagem do público beneficiário,200,,-30.0466653,-51.1574533
CS019235,Não por força mas por amor,"Rua Lago Caracares, 269",Jardim Camargo Novo,08121-480,SÃO PAULO,,SP,,,Está funcionando com carga horária reduzida,1 vez por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, A cozinha não faz triagem do público beneficiário",452,,-23.5016705,-46.3815728
CS018758,Cozinha Solidária Coque Connecta,"Av. Central, 1839, 1839",São José,50090-700,RECIFE,,PE,coqueconnecta@gmail.com,35.147.747/0001-51,Está funcionando com carga horária reduzida,5 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.)",550,,-8.0752334,-34.9019781
CS018838,Cozinha Solidária Ocupação Elza Soares,"Rua Gaspar Lourenço, 19",Vila Mariana,04107-000,SÃO PAULO,,SP,holandakarina19@gmail.com,28.799.171/0001-41,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",300,,-23.5801475,-46.6355031
CS019256,COZINHA SOLIDÁRIA ORLANDO BERNARDO,"RUA LUIS CASSIANO, SN",PROCANOR,58345-000,MARI,,PB,cozinhaorlandobernardo@gmail.com,53.003.853/0001-43,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",1255,,-7.0670352,-35.3199115
CS019275,Cozinha Esmeralda,"Rua Ernesto Liscano, 170",Lomba do Pinheiro,91540-310,PORTO ALEGRE,,RS,cozinhassolidarias123@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública",420,,-30.0884787,-51.126592
CS015495,Solar Maria Firmina dos Reis,"Rua Rio Branco,, 420",Centro,65020-490,SÃO LUÍS,,MA,solarculturaldaterra@gmail.com,43.542.536/0001-41,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2800,,-2.5285695,-44.2963345
CS018917,Cozinha Comunitária Marielle Franco,"Rua Seringueira, 242","Lot. Tancredo Neves, Arroio da Manteiga",93140-327,SÃO LEOPOLDO,,RS,cozinhamarielle.aappim@gmail.com,11.345.869/0002-75,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",210,,-29.7291349,-51.189981
CS019139,Cozinha Solidaria Sabores da Madre,"Rua João Gualberto Mafra Machado, 18",Vila Brasileira,08738-510,MOGI DAS CRUZES,,SP,ccme2016@hotmail.com,45.991.064/0001-30,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",135,,-23.5459633,-46.2145458
CS018622,associação comunitária assistencial e filantrópica recuperando vidas,"lagoa dos caetanos, sem numero",lagoa dos caetanos,60680-000,CAUCAIA,,CE,ctrvhelder2019@gmail.com,20.912.243/0001-03,"Sim, está funcionando normalmente",5 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública",175,,-3.8183215,-38.8166202
CS019248,Cozinha Popular do Mariano de Abreu,"Rua João Neiva, 20",Mariano de Abreu,31050-375,BELO HORIZONTE,,MG,mg.movbrasilpopular@gmail.com,,"Sim, está funcionando normalmente",Somente em dia de eventos,Habilitada,"Mulheres, Idosos, População LGBTQIA+, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",200,,-19.8967997,-43.8901336
CS015256,Grupo de mulheres flores e cultura,"Povoado poço do capim, S/N",Zona rural,48760-000,ARACI,,BA,jaque.anitta2018@gmail.com,05.489.407/0001-48,"Sim, está funcionando normalmente",1 a 3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",302,,-11.3307,-38.9623
CS019217,Paróquia São Geraldo Majella,"Rua 100, S/N",Planalto Caucaia,61605-660,CAUCAIA,,CE,cgomesdesouza9@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos",0,,-3.7655404,-38.6543271
CS019279,Cozinha Solidária Amor e Vida,"Rua Santa Helena, 307",Acupe de Brotas,40290-020,SALVADOR,,BA,projetosgerais.osc02@gmail.com,40.481.053/0001-96,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2010,,-13.00657,-38.4668177
CS019274,COZINHA SOLIDARIA MONTEIRO - SOPA DA GENTE,"RUA PROFESSORA MARIA DA SALETE, SN",ALTO SÃO VICENTE,58500-000,MONTEIRO,,PB,smdsmonteiropb@gmail.com,09.073.628/0001-91,"Sim, está funcionando normalmente",5 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",32940,,-7.898801,-37.1211765
CS019222,COZINHA SOLIDARIA MADRE TERESA DE CALCUTÁ,"Rua Francisco Ibarra, 28",Jardim Varginha,04857-035,SÃO PAULO,,SP,paulacostasec@gmail.com,47.612.094/0001-13,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",360,,-23.7827815,-46.681612
CS019257,Construindo o futuro,"Rua Mestra Antônio Luis, 0",Paciência,23066-260,RIO DE JANEIRO,,RJ,fefepaula@hotmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",Uma vez ao mês,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua",200,,-22.8934577,-43.63273419999999
CS019090,COZINHA LAR DA INFANCIA DANIEL ALBORNOZ,"Rua Moysés Viana, 300",HIDRAULICA,97574-150,SANTANA DO LIVRAMENTO,,RS,lardainfanciadanielalbornoz@gmail.com,89.422.653/0001-72,"Sim, está funcionando normalmente",6 a 7 vezes por semana,Habilitada,Outros grupos de pessoas em situação de vulnerabilidade social,15,,-30.8953225,-55.5258132
CS019258,Cozinha mão de Deus,"Rua divinolandia, 260",Cosmos,23066-440,RIO DE JANEIRO,,RJ,,,"Sim, está funcionando normalmente",Uma vez ao mês,Não Habilitada,"Pessoas em situação de rua, A cozinha não faz triagem do público beneficiário",1600,,-22.8898494,-43.6100539
CS019131,SERTÃO VITA,"Fazenda lagedinho, SEM NUMERO",ZONA RURAL,48705-000,BARROCAS,,BA,,09.109.092/0001-17,"Sim, está funcionando normalmente",3 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",2201,,-11.5318791,-39.0919087
CS018982,Cozinha Solidaria Aliança Campo e Cidade,"ERS 412, km 18, S/N",Industrial,96810-000,SANTA CRUZ DO SUL,,RS,producaosantacruz@gmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",5 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas e famílias atingidas por situações de emergência ou calamidade pública",200,,-29.7171404,-52.4278989
CS019141,Raízes do Brasil Sergipe,"Rua São Vicente, 310",Cidade Nova,49070-410,ARACAJU,,SE,raizesdobrasilse@gmail.com,05.693.469/0001-77,"Sim, está funcionando normalmente",Uma vez ao mês,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",68,,-10.8932112,-37.06973869999999
CS019216,AMOR SOLIDARIO,"RUA CARLOS NEMER, S/N",BONSUCESSO,62795-000,BARREIRA,,CE,obas_ong@yahoo.com.br,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,,-4.3335225,-38.6320086
CS018703,Cozinha ABEM,"Rua engenheiro João Nogueira, 363",Álvaro Weyne,60335-140,FORTALEZA,,CE,estreladamanhaabem@gmail.com,13.496.752/0001-37,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",246,,-3.7129478,-38.5599098
CS015530,Arco íris cozinhando com amor,"Rua travessa elesbao 371,",Itararé,97045-310,SANTA MARIA,,RS,escoladesambaarcoiris@gmail.com,08.172.625/0001-42,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"População LGBTQIA+, Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua",160,,-29.6762341,-53.7973114
CS019244,COZINHA SOLIDÁRIA ASSOCIAÇÃO X,"RUA DR PAULO DE BARROS WHIKATER,, ANTIGO 13 - ATUAL 574",CIDADE DUTRA,04826-090,SAO PAULO,,SP,xbineoliveira@gmail.com,42.185.392/0001-50,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos",500,,-23.715994,-46.6964683
CS019005,Cozinha da mamãe Andreza,"Rua Êxodo, 07",Colônia Terra Nova,69093-467,MANAUS,,AM,casadmamae@gmail.com,20.420.783/0001-70,"Não, a Cozinha encontra-se paralisada, sem atividade",2 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes",314,,-2.9868138,-59.99044289999999
CS019271,COZINA SOLIDÁRIA UNIDOS PELA FÉ,"RUA CARLO RAIMOUD, 12, 12",PARQUE,04849-034,SAO PAULO,,SP,claudineif@icloud.com,06.079.691/0001-47,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",120,,-23.7367297,-46.67087799999999
CS015120,Cozinha da Cooperede,"Rua Estrela da Bela Vista, 95",Papagaio,44061-190,FEIRA DE SANTANA,,BA,rprodbahia@gmail.com,09.721.308/0001-09,"Sim, está funcionando normalmente",4 a 5 vezes por semana,Mapeada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Imigrantes",1200,,-12.2013313,-38.9640267
CS019260,CASA MULHERES MIRABAL,"RUA SOUZA REIS, 132",SÃO JOÃO,90619-900,PORTO ALEGRE,,RS,MULHERESMIRABAL@GMAIL.COM,29.617.957/0001-63,"Sim, está funcionando normalmente",6 a 7 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",230,,-30.0058776,-51.1905246
CS019197,Cozinha Solidário Santa Dulce Dos Pobres,"R. Francisco Nogueira Silva, 294",Vila Damaceno,05864-060,SÃO PAULO,,SP,institutoirmadulce1@gmail.com,05.824.978/0001-91,"Não, a Cozinha encontra-se paralisada, sem atividade",5 vezes por semana,Habilitada,A cozinha não faz triagem do público beneficiário,150,,-23.675426,-46.7603704
CS019121,SOPA SOLIDÁRIA PE. CRISTIANO MUFFLER,"Rua Getúlio Vargas, 228",Centro,58225-000,SOLÂNEA,,CE,paulaloscio@yahoo.com,,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",396,,-6.758437,-35.66015
CS019290,COZINHA SOLIDARIA CONGO - JANTA DO POVO,"AVENIDA PB214, SN",CENTRO,58535-000,CONGO,,PB,sec.acaosocial.congopb@gmail.com,08.870.164/0001-81,"Sim, está funcionando normalmente",5 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",2792,,-7.8437028,-36.6350557
CS019017,ASSOCIAÇÃO COMUNITÁRIA DOS MORADORES DA LOCALIDADE DE URUA I,"POVOADO URUA, S/N",ZONA RURAL,62795-000,BARREIRA,,CE,obas_ong@yahoo.com.br,01.742.254/0001-48,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,,-4.3341359,-38.585918
CS019291,PASTORAL DA CRIANÇA - CARRO ATOLADO,"Pv. Carro Atolado, S/N",CARRO ATOLADO,62785-000,ACARAPE,,CE,obas_ong@yahoo.com.br,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,,-4.276028,-38.683884
CS019009,Cozinha Solidária ABAS,"Estrada Governador Chagas Freitas, 750",Moneró - Ilha do Governador,21920-330,RIO DE JANEIRO,,RJ,abas.atendimento@gmail.com,34.844.299/0001-82,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua",1040,,-22.7962816,-43.2042614
CS018707,Associação missionária de ação social,"Avenida do contorno leste norte, SN",Jurema,61655-030,CAUCAIA,,CE,,,"Sim, está funcionando normalmente",5 vezes por semana,Não Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",110,,-3.7683512,-38.6303627
CS019300,MÃOS QUE ALIMENTAM,"Rua São Bartolomeu, nº 1256E",Suburbana,40490-246,SALVADOR,,BA,projetosgerais.osc02@gmail.com,03.806.788/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",650,,-12.9000979,-38.4745813
CS018174,Associação Comunitária de Benefícios aos Amigos,"Rua E, 270",Vila Velha,60349-050,FORTALEZA,,CE,associacaocba2002@gmail.com,06.555.580/0001-60,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1268,,-3.754997,-38.5571673
CS019269,ASSOCIACAO COMUNITARIA UNIDOS VENCEREMOS,"Rua José Inácio Bezerra, 2444",SUSTO,62790-000,REDENÇAO,,CE,obas_ong@yahoo.com.br,12.459.657/0001-09,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,,-4.3262203,-38.7307242
CS016322,Cozinha solidária da ABMPC,"Rua 22 de abril, 06",Parque Continental,43700-000,SIMÕES FILHO,,BA,abmpccontinental@outlook.com,16.302.002/0001-75,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1525,,-12.7829654,-38.3932563
CS019303,COZINHA SOLIDARIA CONGO - SOPÃO SOLIDARIO,"RUA PROJETADA, SN",CENTRO,58515-000,ZABELÊ,,PB,secretariaaszabelepb@gmail.com,01.612.642/0001-04,"Sim, está funcionando normalmente",5 vezes por semana,Retirada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único",2422,,-8.0760411,-37.0975571
CS019015,Raizes do Brasil,"rua são francisco, S\N",CENTRO,64600-012,PICOS,,PI,apaesp@yahoo.com.br,05.214.717/0001-50,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",510,,-7.0839396,-41.4655394
CS017564,Fórmula Mágica da Paz,"Estrada Almirante Santiago Dantas, 170",Barros Filho,21665-210,RIO DE JANEIRO,,RJ,ocflamel@gmail.com,,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",360,,-22.8331061,-43.36806
